Date,Close
2016-01-12,3457.59
2016-01-13,3501.04
2016-01-14,3455.83
2016-01-15,3399.53
2016-01-18,3315.49
2016-01-19,3327.59
2016-01-20,3262.45
2016-01-21,3226.58
2016-01-22,3262.21
2016-01-25,3298.57
2016-01-26,3295.4
2016-01-27,3319.43
2016-01-28,3350.58
2016-01-29,3373.43
2016-02-01,3389.92
2016-02-02,3384.86
2016-02-03,3372.8
2016-02-04,3409.39
2016-02-05,3437.99
2016-02-08,3386.74
2016-02-09,3359.02
2016-02-10,3337.89
2016-02-11,3313.21
2016-02-12,3310.61
2016-02-15,3356.64
2016-02-16,3350.67
2016-02-17,3447.53
2016-02-18,3474.83
2016-02-19,3413.89
2016-02-22,3453.9
2016-02-23,3481.41
2016-02-24,3444.6
2016-02-25,3433.39
2016-02-26,3478.59
2016-02-29,3469.65
2016-03-01,3436.12
2016-03-02,3438.76
2016-03-03,3507.24
2016-03-04,3504.6
2016-03-07,3530.52
2016-03-08,3533.04
2016-03-09,3503.6
2016-03-10,3517.25
2016-03-11,3545.08
2016-03-14,3562.06
2016-03-15,3545.27
2016-03-16,3533.0
2016-03-17,3563.95
2016-03-18,3574.55
2016-03-21,3571.56
2016-03-22,3548.93
2016-03-23,3555.05
2016-03-24,3560.52
2016-03-29,3576.15
2016-03-30,3598.02
2016-03-31,3612.3
2016-04-01,3578.65
2016-04-04,3603.95
2016-04-05,3558.15
2016-04-06,3489.43
2016-04-07,3525.61
2016-04-08,3552.31
2016-04-11,3551.75
2016-04-12,3547.27
2016-04-13,3596.61
2016-04-14,3603.52
2016-04-15,3600.43
2016-04-18,3597.06
2016-04-19,3608.14
2016-04-20,3628.59
2016-04-21,3653.99
2016-04-22,3666.54
2016-04-25,3658.73
2016-04-26,3628.98
2016-04-27,3622.13
2016-04-28,3613.42
2016-04-29,3614.33
2016-05-02,3617.71
2016-05-04,3580.09
2016-05-05,3536.11
2016-05-06,3534.2
2016-05-09,3544.85
2016-05-10,3518.98
2016-05-11,3514.43
2016-05-12,3516.44
